Reference,Institution_Name,Address_1,Postcode,Email,Institution_Type,Latitude,Longitude,Pupil_Teacher_Ratio,Number_Pupils_2015
4136481,St Kieran's Nursery School,BELL STEEL ROAD,BT17 0PB,info@stkieransns.belfast.ni.sch.uk,Nursery school,54.56142,-6.03053,27.5,0
4036480,St Kieran's Primary School,9 BELL STEEL ROAD,BT17 0PB,info@stkieransps.belfast.ni.sch.uk,Primary school,54.56084,-6.03081,16.09,386
3230310,ST KILLIAN'S COLLEGE,25 TOWER ROAD,BT44 0JS,info@stkillians.carnlough.ni.sch.uk,Secondary (non-grammar) school,55.04297,-5.96771,15.09,836
5036130,St Laurence O'Toole's Primary School,31 Main Street,BT35 7PH,info@stlaurences.belleeks.ni.sch.uk,Primary school,54.18419,-6.48856,14.75,56
2032684,St Lawrence's Primary School,7 TATTYMOYLE ROAD,BT78 2NR,info@stlawrences.fintona.ni.sch.uk,Primary school,54.49441,-7.32463,21.67,234
3420010,St Louis Grammar School,CULLYBACKEY ROAD,BT43 5DW,info@stlouisgrammar.ballymena.ni.sch.uk,Secondary (grammar) school,54.86802,-6.28264,16.89,1037
5420045,St Louis Grammar School,151 NEWRY ROAD,BT34 4EU,info@stlouisgrammar.kilkeel.ni.sch.uk,Secondary (grammar) school,54.06504,-6.03107,14.8,588
3AB0089,St Louis Playgroup,St Joseph's Early Years Centre,BT43 6JE,,VP Pre-schools,54.88073,-6.28079,,0
1230053,St Louise's Comprehensive College,468 FALLS ROAD,BT12 6EN,info@stlouises.belfast.ni.sch.uk,Secondary (non-grammar) school,54.58603,-5.96892,14.78,1474
4136368,St Luke's Nursery School,GLASVEY DRIVE,BT17 0DB,info@stlukesns.belfast.ni.sch.uk,Nursery school,54.55639,-6.02252,26,0
2036659,St Macartan's Primary School,Lacky Road Tattynageeragh,BT92 7NQ,info@stmacartans.enniskillen.ni.sch.uk,Primary school,54.22698,-7.25647,20.17,121
4033007,St Macartan's Primary School,44 LOUGHINISLAND ROAD,BT30 8PZ,info@stmacartansps.downpatrick.ni.sch.uk,Primary school,54.33823,-5.82051,24.13,193
5032624,St Macartan's Primary School,4 BALLAGH ROAD,BT76 0HE,info@stmaccartans.clogher.ni.sch.uk,Primary school,54.40866,-7.17254,19,57
3030848,St Macnisius' Primary School,30 CHAPELTOWN ROAD,BT41 2LD,info@tannaghmoreps.antrim.ni.sch.uk,Primary school,54.7844,-6.23912,16,31
3036139,St Macnissi's Primary School,12A CHRISTINE ROAD OFF MANSE ROAD,BT36 6UE,info@stmacnissisps.newtownabbey.ni.sch.uk,Primary school,54.69245,-5.94113,22.11,199
3036575,St Macnissi's Primary School,23/25 AGNEW ST,BT40 1RF,info@stmacnissisps.larne.ni.sch.uk,Primary school,54.85254,-5.81443,27.82,217
3BB0246,St MacNissis Pre-school Playgroup,12A Christine Road,BT36 6UE,,VP Pre-schools,54.69245,-5.94113,,0
1420030,St Malachy's College,36 ANTRIM ROAD,BT15 2AE,info@stmalachys.belfast.ni.sch.uk,Secondary (grammar) school,54.60903,-5.93835,18.72,1057
4230211,St Malachy's High School,3 DUBLIN ROAD,BT31 9AG,info@stmalachys.castlewellan.ni.sch.uk,Secondary (non-grammar) school,54.25833,-5.95006,13.78,959
5136342,St Malachy's Nursery School,11 MARTIN'S LANE,BT35 8PJ,info@stmalachysns.newry.ni.sch.uk,Nursery school,54.17569,-6.35647,23.64,0
3AB0096,St Malachy's Playgroup,Pastoral Centre,BT52 1LR,,VP Pre-schools,55.1274,-6.66597,,0
1036466,St Malachy's Primary School,1 ELIZA STREET,BT7 2BJ,info@stmalachysps.belfast.ni.sch.uk,Primary school,54.59325,-5.92344,19.47,319
3032297,St Malachy's Primary School,BERESFORD AVENUE,BT52 1HJ,info@stmalachysps.coleraine.ni.sch.uk,Primary school,55.12656,-6.66474,23.47,222
4031350,St Malachy's Primary School,8 KILCLIEF ROAD,BT30 7PA,info@stmalachyspskilclief.downpatrick.ni.sch.uk,Primary school,54.32596,-5.56197,19.74,75
4036036,St Malachy's Primary School,4 BALLYMONEY ROAD,BT34 5HU,info@stmalachyspskilcoo.newry.ni.sch.uk,Primary school,54.23225,-6.02974,21.43,133
4036148,St Malachy's Primary School,197 CLANDEBOYE ROAD,BT19 1AA,info@stmalachysps.bangor.ni.sch.uk,Primary school,54.64679,-5.68745,24.11,355
4036454,St Malachy's Primary School,33 LOWER SQUARE,BT31 9DN,info@stmalachysps.castlewellan.ni.sch.uk,Primary school,54.25775,-5.9459,20.06,333
5030975,St Malachy's Primary School,74 BALLYMOYER ROAD,BT60 2LA,info@stmalachys.ballymoyer.ni.sch.uk,Primary school,54.21797,-6.52207,16.5,66
5031133,St Malachy's Primary School,CHAPEL LANE,BT61 7EG,info@stmalachys.armagh.ni.sch.uk,Primary school,54.3462,-6.65572,21.2,212
5036057,St Malachy's Primary School,75 MONEYHAW ROAD,BT45 7XR,info@stmalachys.drummullan.ni.sch.uk,Primary school,54.64999,-6.66279,16.67,48
5036064,St Malachy's Primary School,3 CHAPEL ROAD,BT35 7HF,info@stmalachys.camlough.ni.sch.uk,Primary school,54.1811,-6.41411,22.7,259
5036433,St Malachy's Primary School,11 MARTINS LANE,BT35 8PJ,info@stmalachys.carnagat.ni.sch.uk,Primary school,54.17524,-6.35565,20.49,278
5032306,St Malachy's Primary School Glencull,107 OMAGH ROAD,BT70 2DB,info@stmalachys.glencull.ni.sch.uk,Primary school,54.47546,-7.07378,17.86,50
1136353,St Maria Goretti Nursery School,WHITEROCK GARDENS,BT12 7PS,info@stmariagorettins.belfast.ni.sch.uk,Nursery school,54.59127,-5.97678,26,0
5230135,St Mark's High School,UPPER DROMORE ROAD,BT34 3PN,info@stmarks.warrenpoint.ni.sch.uk,Secondary (non-grammar) school,54.1097,-6.25416,16.12,851
1136106,St Martin's Nursery School,MONAGH LINK,BT11 8EF,info@stmartinsns.belfast.ni.sch.uk,Nursery school,54.58787,-5.99347,26,0
2036105,St Martin's Primary School,32 BROLLAGH ROAD - GARRISON,BT93 4AE,info@stmartinsps.garrison.ni.sch.uk,Primary school,54.41978,-8.08894,17.03,92
4033002,St Mary's Aughlisnafin,5 AUGHLISNAFIN ROAD,BT31 9JP,info@aughlisnafinps.castlewellan.ni.sch.uk,Primary school,54.27573,-5.89401,19.27,151
1420021,St Mary's Christian Brothers' Grammar School,147A GLEN ROAD,BT11 8NR,info@stmarys.belfast.ni.sch.uk,Secondary (grammar) school,54.58253,-6.00084,16.73,1186
2230081,St Mary's College,35 Northland Road,BT48 0AN,info@stmarys.derry.ni.sch.uk,Secondary (non-grammar) school,55.01218,-7.32904,14.39,865
2230109,St Mary's College,40 CHURCH STREET LISNARICK ROAD,BT94 1EL,info@stmarys.irvinestown.ni.sch.uk,Secondary (non-grammar) school,54.47134,-7.63789,9.64,139
3230142,St Mary's College,230 MOYAGALL ROAD,BT44 8NN,info@stmarys.clady.ni.sch.uk,Secondary (non-grammar) school,54.86866,-6.51452,13.97,309
2036458,St Mary's Gortnaghey Primary School,85 GORTNAGHEY ROAD,BT47 4PZ,info@gortnagheyps.dungiven.ni.sch.uk,Primary school,54.95736,-6.97192,19,57
3420080,St Mary's Grammar School,3 CASTLEDAWSON ROAD,BT45 6BE,info@stmarys.magherafelt.ni.sch.uk,Secondary (grammar) school,54.75753,-6.60164,17.25,1073
2230085,St Mary's High School,160 BROLLAGH ROAD BROLLAGH,BT93 3AH,info@stmarys.belleek.ni.sch.uk,Secondary (non-grammar) school,54.45647,-8.08934,7.06,89
4230023,St Mary's High School,23 ARDGLASS ROAD,BT30 6JQ,info@stmaryshs.downpatrick.ni.sch.uk,Secondary (non-grammar) school,54.32335,-5.70816,15.07,407
5230108,St Mary's High School,UPPER CHAPEL STREET,BT34 2DT,info@stmarys.newry.ni.sch.uk,Secondary (non-grammar) school,54.16567,-6.32932,15.75,570
2230077,St Mary's Limavady,IRISH GREEN STREET,BT49 9AN,info@stmarys.limavady.ni.sch.uk,Secondary (non-grammar) school,55.04733,-6.9467,14.94,607
1136229,St Mary's Nursery School,822 SHORE ROAD,BT36 7DG,info@stmarysns.belfast.ni.sch.uk,Nursery school,54.64514,-5.92135,26.5,0
3BB0247,St Mary's on the Hill Playgroup,142 Carnmoney Road,BT36 6JU,,VP Pre-schools,54.67868,-5.95411,,0
5BB0557,St Mary's Playgroup,St Mary's Primary School,BT32 3AS,traceymonaghan5@hotmail.com,VP Pre-schools,54.35096,-6.27736,,0
2BB0346,St Mary's Pre-School Centre,St Mary's Primary School,BT82 0BE,,VP Pre-schools,54.88028,-7.41426,,0
1036388,St Mary's Primary School,DIVIS STREET,BT12 4AL,info@stmarysps.belfast.ni.sch.uk,Primary school,54.59959,-5.93879,16.75,134
2031869,St Mary's Primary School,NEWTOWNBUTLER,BT92 8JJ,info@stmarysntb.newtownbutler.ni.sch.uk,Primary school,54.17908,-7.36001,22.88,183
2031876,St Mary's Primary School,18 TEIGES HILL ROAD,BT94 4LR,info@stmarysps.brookeborough.ni.sch.uk,Primary school,54.31796,-7.39996,19.62,51
2031884,St Mary's Primary School,120 TIRAVALLY ROAD,BT92 3ET,info@stmaryspskl.enniskillen.ni.sch.uk,Primary school,54.25457,-7.69133,15,74
2031890,St Mary's Primary School,70 ARNEY ROAD - MULLYMESKER,BT92 2AB,info@stmarysps.mullymesker.ni.sch.uk,Primary school,54.29041,-7.67166,19.39,128
2031895,St Mary's Primary School,COOLCRANNELL,BT94 4RG,info@stmarysps.maguiresbridge.ni.sch.uk,Primary school,54.28987,-7.46359,19.4,92
2032294,St Mary's Primary School,70 MONADORE ROAD,BT47 4DP,info@stmarysps.park.ni.sch.uk,Primary school,54.86635,-7.08083,19.64,165
2032607,St Mary's Primary School,122 OLD MOUNTFIELD ROAD,BT79 7LT,info@stmaryps.killyclogher.ni.sch.uk,Primary school,54.60943,-7.2669,24.13,373
2036095,St Mary's Primary School,20 CLOUGHCOR ROAD,BT82 0BE,info@stmarys.strabane.ni.sch.uk,Primary school,54.88028,-7.41426,23.5,188
2036181,St Mary's Primary School,121 TEEMORE ROAD,BT92 9QF,info@stmarysps.teemore.ni.sch.uk,Primary school,54.1528,-7.52905,19.77,87
2036356,St Mary's Primary School,28 EDENMORE LANE,BT94 3HU,info@stmarysps.tempo.ni.sch.uk,Primary school,54.38311,-7.46201,23.4,117
2036696,St Mary's Primary School,43 Melmount Road,BT82 9EF,info@stmarysmelmount.strabane.ni.sch.uk,Primary school,54.81498,-7.47177,24.27,622
3030588,St Mary's Primary School,CHURCHQUARTER RATHLIN ISLAND,BT54 6RT,info@stmarysps.ballycastle.ni.sch.uk,Primary school,55.29468,-6.19783,9,9
3030621,St Mary's Primary School,16 BALLYMENA ROAD,BT44 8BL,info@stmarysps.portglenone.ni.sch.uk,Primary school,54.87174,-6.47008,22.7,201
3030894,St Mary's Primary School,MIDDLEPARK ROAD GORTACLEA,BT44 0SQ,info@stmarysps.cushendall.ni.sch.uk,Primary school,55.0766,-6.06104,17.56,132
3032273,St Mary's Primary School,24 MAGHERAFELT ROAD,BT45 7AF,info@stmarysps.draperstown.ni.sch.uk,Primary school,54.79358,-6.77793,24.89,224
3032281,St Mary's Primary School,25 MULLAGHBOY ROAD,BT45 8HX,info@stmarys.bellaghy.ni.sch.uk,Primary school,54.81006,-6.51982,20.69,186
4031662,St Mary's Primary School,KILLINCHY STREET,BT23 5AP,info@stmaryspscomber.newtownards.ni.sch.uk,Primary school,54.54745,-5.74206,16.25,63
4031672,St Mary's Primary School,27 OLD GRAND JURY ROAD,BT24 7JD,info@stmaryspssaintfield.ballynahinch.ni.sch.uk,Primary school,54.45311,-5.8265,15.25,61
4031673,St Mary's Primary School,82 STRANGFORD ROAD,BT30 7SS,info@stmaryspsdunsford.ardglass.ni.sch.uk,Primary school,54.28675,-5.58379,21.5,86
4033036,St Mary's Primary School,SLOANE CRESCENT,BT30 9RB,info@stmaryspskillyleagh.downpatrick.ni.sch.uk,Primary school,54.40489,-5.6512,17.78,96
4036428,St Mary's Primary School,3 CHURCH GROVE,BT22 2SU,info@stmaryskircubbin.newtownards.ni.sch.uk,Primary school,54.48559,-5.53723,20.54,152
4036530,St Mary's Primary School,53 WINDMILL HILL,BT22 1RH,info@stmarysps.portaferry.ni.sch.uk,Primary school,54.37702,-5.53684,22.72,173
4036635,St Mary's Primary School,31A Elmgrove Park,BT33 0BA,info@stmarysps.newcastle.ni.sch.uk,Primary school,54.21707,-5.89371,24.04,335
5031164,St Mary's Primary School,84 MAGHERY ROAD,BT71 6PA,info@stmarys.maghery.ni.sch.uk,Primary school,54.5091,-6.57176,17.27,76
5031172,St Mary's Primary School,123 GRANEMORE ROAD,BT60 2NJ,info@stmarys.granemore.ni.sch.uk,Primary school,54.25343,-6.64969,23.95,178
5031695,St Mary's Primary School,3 SCHOOL ROAD,BT34 1SX,info@stmarys.barr.ni.sch.uk,Primary school,54.23032,-6.34946,22.1,137
5032592,St Mary's Primary School,16 LISNAGOWAN ROAD,BT70 3LH,info@stmarys.lisbuoy.ni.sch.uk,Primary school,54.5466,-6.78351,19,76
5032692,St Mary's Primary School,22 WEST STREET,BT71 5HT,info@stmarys.stewartstown.ni.sch.uk,Primary school,54.57723,-6.67893,16.72,96
5032699,St Mary's Primary School,40 DUNNAMORE ROAD,BT80 9NT,info@stmarys.dunamore.ni.sch.uk,Primary school,54.67125,-6.93561,23.88,191
5032734,St Mary's Primary School,10 WHITES ROAD,BT70 3AN,info@stmarys.cabra.ni.sch.uk,Primary school,54.49029,-6.92242,22.73,200
5032735,St Mary's Primary School,1 WHITEBRIDGE ROAD,BT70 2JH,info@stmarys.ballygawley.ni.sch.uk,Primary school,54.46323,-7.02727,18.75,105
5032736,St Mary's Primary School,70 COLEBROOKE ROAD,BT75 0SA,info@stmarys.fivemiletown.ni.sch.uk,Primary school,54.37397,-7.32481,11.15,29
5033004,St Mary's Primary School,DOWNPATRICK STREET,BT34 5DQ,info@stmarys.rathfriland.ni.sch.uk,Primary school,54.23513,-6.15782,18.13,108
5036001,St Mary's Primary School,277 GLASSDRUMMAN ROAD,BT34 4QN,info@stmarys.glasdrumman.ni.sch.uk,Primary school,54.12941,-5.89611,14.44,46
5036006,St Mary's Primary School,20A DERRYMORE ROAD,BT67 0BW,info@stmarys.derrymore.ni.sch.uk,Primary school,54.53623,-6.32849,22,165
5036009,St Mary's Primary School,191 DERRYTRASNA ROAD,BT66 6NR,info@stmarys.derrytrasna.ni.sch.uk,Primary school,54.50277,-6.4667,20.6,103
5036043,St Mary's Primary School,REILLY PARK,BT32 3DJ,info@stmarys.banbridge.ni.sch.uk,Primary school,54.35096,-6.27736,23.06,460
5036087,St Mary's Primary School,MAPHONER ROAD,BT35 9TP,info@stmarys.mullaghbawn.ni.sch.uk,Primary school,54.11025,-6.4774,24.23,289
5036118,St Mary's Primary School,5 CAVANAKEERAN ROAD,BT70 2RD,info@stmarys.pomeroy.ni.sch.uk,Primary school,54.59518,-6.92918,21.25,170
5036363,St Mary's Primary School Aughnacloy,CALEDON ROAD,BT69 6AJ,info@stmarys.aughnacloy.ni.sch.uk,Primary school,54.41157,-6.97397,24.75,99
3036039,St Mary's Primary School (Glenview),47 GLEN ROAD,BT46 5AP,info@stmarysps.maghera.ni.sch.uk,Primary school,54.8466,-6.6784,18.46,240
1036048,St Mary's Star of the Sea Primary School,730-760 SHORE ROAD,BT15 4HL,info@stmarysstarofthesea.belfast.ni.sch.uk,Primary school,54.64153,-5.92493,18,126
3036046,St Mary's-on-the-Hill Primary School,142 CARNMONEY ROAD,BT36 6JU,info@stmarys.newtownabbey.ni.sch.uk,Primary school,54.67803,-5.95478,23.5,363
5033011,St Marys Primary School Dechomet,6 CLOSKELT ROAD,BT31 9QE,info@dechomet.ballyward.ni.sch.uk,Primary school,54.30277,-6.06921,20,78
1036505,St Matthew's Primary School,SEAFORDE STREET,BT5 4EW,info@stmatthewsps.belfast.ni.sch.uk,Primary school,54.5988,-5.90714,19.98,232
2032286,St Matthew's Primary School,296 DRUMSURN ROAD,BT49 0PX,info@stmatthewsps.drumsurn.ni.sch.uk,Primary school,54.99015,-6.8643,22,88
2032612,St Matthew's Primary School,70 RAROGAN ROAD,BT70 2DY,info@stmatthewsps.ballygawley.ni.sch.uk,Primary school,54.48818,-7.13653,20,36
5031653,St Matthew's Primary School Magheramayo,27 DOLLYS BRAE,BT31 9AZ,info@magheramayo.castlewellan.ni.sch.uk,Primary school,54.27049,-6.01243,18.81,79
2420043,St Michael's College,CHANTERHILL ROAD,BT74 6DE,info@stmichaels.enniskillen.ni.sch.uk,Secondary (grammar) school,54.35068,-7.61913,15.47,721
1136315,St Michael's Nursery School,2 STEWARTSTOWN ROAD,BT11 9JP,info@stmichaelsns.belfast.ni.sch.uk,Nursery school,54.57261,-5.9966,26.5,0
1036140,St Michael's Primary School,514 RAVENHILL ROAD,BT6 0BW,info@stmichaels.belfast.ni.sch.uk,Primary school,54.57864,-5.91184,24.21,414
5031070,St Michael's Primary School,86 DUNDALK STREET,BT35 0PB,info@stmichaels.nth.ni.sch.uk,Primary school,54.18749,-6.57514,18.82,64
5031166,St Michael's Primary School,62 CLADYMORE ROAD,BT60 2EP,info@stmichaels.clady.ni.sch.uk,Primary school,54.25687,-6.56248,16,48
5033006,St Michael's Primary School (Finnis),145 RATHFRILAND ROAD FINNIS,BT25 2EE,info@stmichaels.finnis.ni.sch.uk,Primary school,54.36118,-6.02361,19.75,68
2036090,St Naile's Primary School,KINAWLEY,BT92 4FJ,info@stnailesps.enniskillen.ni.sch.uk,Primary school,54.22325,-7.6459,18.7,101
3036563,St Nicholas' Primary School,MINORCA PLACE,BT38 8AU,info@stnicholasps.carrickfergus.ni.sch.uk,Primary school,54.71399,-5.81492,19.67,177
4036113,St Nicholas' Primary School,21 DOWNPATRICK ROAD,BT30 7SF,info@stnicholasps.downpatrick.ni.sch.uk,Primary school,54.26514,-5.61375,23.2,116
2031880,St Ninnidh's Primary School,DERRYLIN,BT92 9JZ,info@stninnidhsps.derrylin.ni.sch.uk,Primary school,54.19923,-7.57299,18.61,134
3030719,St Olcan's Primary School,202 GLENSHESK ROAD,BT53 8RJ,info@stolcansps.armoy.ni.sch.uk,Primary school,55.13147,-6.325,18.5,74
1136383,St Oliver Plunkett Nursery School,GLEN ROAD,BT11 8AY,info@stoliverplunkettns.belfast.ni.sch.uk,Nursery school,54.57589,-6.01836,26,0
1BB0322,St Oliver Plunkett Pre-School Playgroup,St Oliver Plunkett PS,BT11 8AY,stoliverplunkettpreschool@outlook.com,VP Pre-schools,54.57589,-6.01652,,0
1036602,St Oliver Plunkett Primary School,452 GLEN ROAD,BT11 8AY,info@stoliverplunkett.belfast.ni.sch.uk,Primary school,54.57589,-6.01652,18.37,632
2036143,St Oliver Plunkett Primary School,PARKMORE DRIVE,BT47 6XA,info@stoliverplunkett.derry.ni.sch.uk,Primary school,55.02999,-7.26977,20.7,207
2036291,St Oliver Plunkett Primary School,9 LARAGH ROAD,BT79 0TH,info@stoliverplunkettps.beragh.ni.sch.uk,Primary school,54.54752,-7.16592,20.87,83
5030972,St Oliver Plunkett Primary School,11 SCHOOL ROAD,BT35 9SN,info@stoliverplunketts.forkhill.ni.sch.uk,Primary school,54.08283,-6.45284,24.48,142
5036180,St Oliver Plunkett Primary School,14 BALLYHEGAN ROAD,BT61 8PX,info@stoliverplunketts.ballyhegan.ni.sch.uk,Primary school,54.40814,-6.56368,22.4,112
3033303,St Oliver Plunkett's Primary School,MAIN STREET,BT41 3NJ,info@stoliverplunkett.toomebridge.ni.sch.uk,Primary school,54.75111,-6.46048,21,184
5031135,St Oliver's Primary School (Carrickrovaddy),2 ROXBOROUGH ROAD,BT35 0QJ,info@stolivers.carrickrovaddy.ni.sch.uk,Primary school,54.16016,-6.5412,17.06,58
3036559,St Patrick's & St Brigid's Primary School,19 MOYLE ROAD,BT54 6AN,info@stpandstbps.ballycastle.ni.sch.uk,Primary school,55.20341,-6.25189,22.92,309
3032285,St Patrick's & St Joseph's Primary School,5 CHURCHTOWN ROAD,BT51 5BA,info@stpandstjps.garvagh.ni.sch.uk,Primary school,54.97608,-6.69379,22.44,184
4230165,St Patrick's Academy,BALLINDERRY ROAD,BT28 1TD,info@stpats.lisburn.ni.sch.uk,Secondary (non-grammar) school,54.50991,-6.06737,13.61,449
5420304,St Patrick's Academy,37 KILLYMEAL ROAD,BT71 6DS,info@stpatricksacademy.dungannon.ni.sch.uk,Secondary (grammar) school,54.50805,-6.75833,15.15,1368
3230234,St Patrick's Co-ed Comprehensive College,25 COLERAINE ROAD,BT46 5BN,info@stpatricks.maghera.ni.sch.uk,Secondary (non-grammar) school,54.84627,-6.67008,15.6,1310
1230026,St Patrick's College,619-629 ANTRIM ROAD,BT15 4DZ,info@stpatrickscoll.belfast.ni.sch.uk,Secondary (non-grammar) school,54.63127,-5.93687,13.93,674
2230144,St Patrick's College,9 CURRAGH ROAD,BT47 4SE,info@stpatricks.dungiven.ni.sch.uk,Secondary (non-grammar) school,54.92192,-6.91543,13.58,258
3230084,St Patrick's College,BROUGHSHANE ROAD,BT43 7DZ,info@stpatricks.ballymena.ni.sch.uk,Secondary (non-grammar) school,54.87485,-6.26493,14.18,522
5230076,St Patrick's College,38 SCARVA ROAD,BT32 3AS,info@stpatricks.banbridge.ni.sch.uk,Secondary (non-grammar) school,54.3499,-6.28268,13.47,299
5230293,St Patrick's College,41 Killymeal Road,BT71 6LJ,info@stpatrickscollege.dungannon.ni.sch.uk,Secondary (non-grammar) school,54.50953,-6.75483,12.61,623
4420088,St Patrick's Grammar School,109 SAUL STREET,BT30 6NJ,info@stpatricks.downpatrick.ni.sch.uk,Secondary (grammar) school,54.32991,-5.70803,15.37,707
5420268,St Patrick's Grammar School,CATHEDRAL ROAD,BT61 7QZ,info@stpatricks.armagh.ni.sch.uk,Secondary (grammar) school,54.35368,-6.65825,15.43,972
5230187,St Patrick's High School,MIDDLETOWN ROAD,BT60 3TH,info@stpatricks.keady.ni.sch.uk,Secondary (non-grammar) school,54.25237,-6.71223,16.73,1027
2031828,St Patrick's Primary School,MULLINASKEA,BT94 3AD,info@mullanaskea.enniskillen.ni.sch.uk,Primary school,54.36087,-7.5609,23.95,206
2031874,St Patrick's Primary School,TONAGH ROAD,BT93 6LR,info@stpatricksps.derrygonnelly.ni.sch.uk,Primary school,54.42054,-7.82127,21,125
2032676,St Patrick's Primary School,90 MAIN STREET,BT79 8PU,info@stpatricksps.gortin.ni.sch.uk,Primary school,54.71749,-7.22829,18.41,81
2032705,St Patrick's Primary School,171 NEWTOWNSAVILLE ROAD,BT78 2RJ,info@stpatrickseskra.omagh.ni.sch.uk,Primary school,54.48305,-7.20258,21.36,94
2036008,St Patrick's Primary School,59 DUBLIN STREET,BT78 4AQ,info@stpatricksps.newtownstewart.ni.sch.uk,Primary school,54.71451,-7.3805,19.83,119
2036094,St Patrick's Primary School,73 CASTLEFIN ROAD,BT81 7EE,info@stpatricks.castlederg.ni.sch.uk,Primary school,54.71659,-7.59551,23.23,263
2036387,St Patrick's Primary School,49 LISNARAGH ROAD PLUMBRIDGE ROAD,BT82 0QN,info@stpatricksduna.strabane.ni.sch.uk,Primary school,54.87055,-7.30932,14.58,35
3030547,St Patrick's Primary School,109 CAUSEWAY STREET,BT56 8JE,info@stpatricksps.portrush.ni.sch.uk,Primary school,55.2031,-6.64697,15.43,71
3033320,St Patrick's Primary School,8 GORTAHAR ROAD,BT44 8SB,info@stpatricksps.ballymena.ni.sch.uk,Primary school,54.96034,-6.48302,22,194
3036131,St Patrick's Primary School,244 GARRON ROAD,BT44 0RB,info@stpatricks.glenariff.ni.sch.uk,Primary school,55.05861,-6.05731,21.35,111
3036154,St Patrick's Primary School,SHELTON ROAD,BT44 9JR,info@stpatricksps.loughguile.ni.sch.uk,Primary school,55.06468,-6.30514,23.5,167
4031526,St Patrick's Primary School,16 ST PATRICK'S ROAD,BT30 7JQ,info@stpatrickspssaul.downpatrick.ni.sch.uk,Primary school,54.34773,-5.66226,23.75,190
4031628,St Patrick's Primary School,CHURCH VIEW,BT18 9LN,info@stpatsps.holywood.ni.sch.uk,Primary school,54.63807,-5.83749,25.98,291
4031665,St Patrick's Primary School,38A MAIN STREET,BT24 8DN,info@stpatricksps.ballynahinch.ni.sch.uk,Primary school,54.40418,-5.89514,20.75,223
4031671,St Patrick's Primary School,30 BURRENREAGH ROAD,BT31 9HH,info@stpatrickspsburrenreagh.castlewellan.ni.sch.uk,Primary school,54.24091,-5.95142,17.25,65
4033028,St Patrick's Primary School,10 BALLYGALGET ROAD,BT22 1NE,info@stpatrickpsballygalget.newtownards.ni.sch.uk,Primary school,54.40678,-5.49668,22.41,114
4036455,St Patrick's Primary School,LEGAMADDY,BT30 8AR,info@legamaddyps.downpatrick.ni.sch.uk,Primary school,54.27929,-5.71044,22,154
5031148,St Patrick's Primary School,54 CARRAN ROAD,BT35 9JL,info@stpatricksps.crossmaglen.ni.sch.uk,Primary school,54.08124,-6.61043,26.8,350
5031158,St Patrick's Primary School,20 BALLINLARE GARDENS,BT35 6EX,info@stpatricks.newry.ni.sch.uk,Primary school,54.18582,-6.34912,22.55,380
5031168,St Patrick's Primary School,14 DERRYMACASH ROAD,BT66 6LG,info@stpatricks.aghacommon.ni.sch.uk,Primary school,54.46903,-6.38552,24.3,217
5031183,St Patrick's Primary School,LOUGHGALL ROAD,BT61 7NN,info@stpatricksps.armagh.ni.sch.uk,Primary school,54.3587,-6.6595,23,483
5031667,St Patrick's Primary School,12 BALLYMACBREDAN ROAD,BT67 0QU,info@stpatricks.magheralin.ni.sch.uk,Primary school,54.46418,-6.2764,20.76,135
5031697,St Patrick's Primary School,9 CHAPEL HILL,BT34 2EX,info@stpatricks.mayobridge.ni.sch.uk,Primary school,54.17833,-6.2331,26.43,351
5032678,St Patrick's Primary School,16 POMEROY ROAD,BT70 3HG,info@stpatricksps.donaghmore.ni.sch.uk,Primary school,54.53269,-6.81686,20.9,209
5032697,St Patrick's Primary School,32 AUGHADARRAGH ROAD,BT77 0ET,info@stpatricks.aughadarragh.ni.sch.uk,Primary school,54.3946,-7.10663,17.25,69
5032717,St Patrick's Primary School,75 MULLANAHOE ROAD,BT71 5AU,info@stpatricks.ardboe.ni.sch.uk,Primary school,54.61188,-6.5585,26.56,239
5033025,St Patrick's Primary School,13 CASTLEWELLAN ROAD,BT34 5UY,info@stpatricks.hilltown.ni.sch.uk,Primary school,54.19755,-6.13223,22.75,314
5033324,St Patrick's Primary School,3 AGHALEE ROAD,BT67 0AR,info@stpatricks.derrynaseer.ni.sch.uk,Primary school,54.50933,-6.29315,19.77,87
5036047,St Patrick's Primary School,10 ANNAGHMORE ROAD,BT71 4QZ,info@stpatricksps.coalisland.ni.sch.uk,Primary school,54.53181,-6.66665,22.18,244
5036099,St Patrick's Primary School,TULLYNAVALL ROAD,BT35 0PZ,info@stpatricksps.cullyhanna.ni.sch.uk,Primary school,54.1282,-6.58384,22.5,190
5036120,St Patrick's Primary School,9 SPRINGHILL ROAD,BT45 7NG,info@stpatricks.moneymore.ni.sch.uk,Primary school,54.68965,-6.66537,18.08,79
5036605,St Patrick's Primary School,40 LONGSTONE HILL,BT34 5BT,info@stpatricks.drumgreenagh.ni.sch.uk,Primary school,54.23087,-6.21078,17.08,82
3036292,St Patrick's Primary School (Glen),161 GLEN ROAD,BT46 5JN,info@glenps.maghera.ni.sch.uk,Primary school,54.84561,-6.7091,22.32,183
5036504,St Patrick's Primary School Dungannon,KILLYMAN ROAD,BT71 6DE,info@stpatricksps.dungannon.ni.sch.uk,Primary school,54.5038,-6.76155,21.91,758
